"HouseID","BurglaryStatus","Gate","Garage","Outdoor_sitting","Security_lights"
"H989",0,0,0,0,0
"H990",0,0,0,0,1
"H991",0,0,0,0,1
"H992",0,0,0,1,0
"H993",0,0,0,1,0
"H994",0,0,0,0,1
"H995",0,0,0,1,1
"H996",0,0,0,0,1
"H997",0,0,0,0,0
"H998",0,0,0,0,0
"H999",0,0,0,1,0
"H1000",0,0,0,0,1
"H1001",0,0,0,1,0
"H1002",0,0,0,0,1
"H1003",0,0,0,0,1
"H1004",0,0,0,0,0
"H1005",0,0,0,0,1
"H1006",0,1,0,1,0
"H1007",0,0,0,1,0
"H1008",0,0,0,1,0
"H1009",0,1,0,1,1
"H1010",0,1,0,0,1
"H1011",0,0,0,1,1
"H1012",0,0,0,0,1
"H1013",0,1,0,1,1
"H1014",0,1,0,0,1
"H1015",0,0,0,0,0
"H1016",0,1,0,1,1
"H1017",0,1,0,0,1
"H1018",0,0,0,0,1
"H1019",0,0,0,0,1
"H1020",0,1,0,1,1
"H1021",0,1,0,1,1
"H1022",0,1,0,0,1
"H1023",0,0,0,0,1
"H1024",0,0,0,0,0
"H1025",0,0,0,0,0
"H1026",0,0,0,0,0
"H1027",0,1,0,0,1
"H1028",0,0,0,0,0
"H1029",0,0,0,0,1
"H1030",0,0,0,0,1
"H1031",0,0,0,0,0
"H1032",0,1,0,0,1
"H1033",0,1,0,0,0
"H1034",0,0,0,0,1
"H1035",0,0,0,0,1
"H1036",0,0,0,0,0
"H1037",0,0,0,0,0
"H1038",0,1,1,0,0
"H1039",0,0,0,0,1
"H1040",0,0,0,0,0
"H1041",0,0,0,1,0
"H1042",0,1,1,0,0
"H1043",0,1,1,1,1
"H1044",0,0,0,1,0
"H1045",0,0,0,0,0
"H1046",0,0,0,1,0
"H1047",0,1,0,1,0
"H1048",0,0,0,0,0
"H1049",0,0,0,0,0
"H1050",0,0,0,0,0
"H1051",0,0,0,0,1
"H1052",0,0,0,1,0
"H1053",0,0,1,0,0
"H1054",0,0,1,0,1
"H1055",0,0,0,0,0
"H1056",0,0,0,0,1
"H1057",0,1,0,1,1
"H1058",0,1,1,0,1
"H1059",0,1,1,0,1
"H1060",0,1,1,0,1
"H1061",0,0,0,0,1
"H1062",0,0,0,0,1
"H1063",0,1,0,1,1
"H1064",0,0,0,1,1
"H1065",0,0,0,0,0
"H1066",0,1,1,0,1
"H1067",0,0,0,0,0
"H1068",0,0,0,0,1
"H1069",0,0,0,1,1
"H1070",0,0,0,1,1
"H1071",0,0,0,0,1
"H1072",0,0,0,1,1
"H1073",0,1,1,0,1
"H1074",0,0,1,1,1
"H1075",0,0,0,0,0
"H1076",0,0,0,0,1
"H1077",0,0,0,0,1
"H1078",0,0,0,0,1
"H1079",0,1,0,0,1
"H1080",0,0,0,1,0
"H1081",0,0,0,0,0
"H1082",0,0,0,0,1
"H1083",0,0,0,1,1
"H1084",0,1,1,0,1
"H1085",0,0,0,0,1
"H1086",0,1,1,0,1
"H1087",0,0,0,0,1
"H1088",0,1,0,1,1
"H1089",0,0,0,1,0
"H1090",0,0,0,0,1
"H1091",0,0,0,0,0
"H1092",0,0,0,0,0
"H1093",0,0,1,1,1
"H1094",0,1,1,1,1
"H1095",0,1,1,0,1
"H1096",0,1,0,0,1
"H1097",0,0,0,1,1
"H1098",0,0,0,0,1
"H1099",0,0,0,0,1
"H1100",0,0,0,0,0
"H1101",0,0,0,1,0
"H1102",0,1,1,1,1
"H1103",0,0,0,1,1
"H1104",0,1,1,1,1
"H1105",0,0,0,0,0
"H1106",0,0,0,0,0
"H1107",0,0,0,0,0
"H1108",0,0,0,0,1
"H1109",0,1,0,0,1
"H1110",0,1,0,0,0
"H1111",0,0,0,0,1
"H1112",0,0,0,0,0
"H1113",0,0,0,0,0
"H1114",0,1,1,0,1
"H1115",0,0,0,0,0
"H1116",0,0,0,0,0
"H1117",0,1,1,1,1
"H1118",0,1,0,0,0
"H1119",0,0,0,0,1
"H1120",0,0,0,0,0
"H1121",0,0,0,0,0
"H1122",0,0,0,0,0
"H1123",0,0,0,0,0
"H1124",0,0,0,1,1
"H1125",0,1,0,0,1
"H1126",0,0,0,0,1
"H1127",0,0,0,0,1
"H1128",0,0,1,1,1
"H1129",0,1,0,1,1
"H1130",0,0,0,1,1
"H1131",0,0,0,0,0
"H1132",0,1,0,1,1
"H1133",0,1,0,0,1
"H1134",0,1,0,0,0
"H1135",0,0,0,1,1
"H1136",0,0,0,1,1
"H1137",0,0,0,1,0
"H1138",0,0,0,0,1
"H1139",0,1,1,0,1
"H1140",0,1,1,0,1
"H1141",0,0,0,0,1
"H1142",0,0,0,1,1
"H1143",0,1,1,0,0
"H1144",0,0,0,1,1
"H1145",0,1,0,0,0
"H1146",0,0,0,0,0
"H1147",0,1,0,0,1
"H1148",0,1,0,0,1
"H1149",0,1,0,0,0
"H1150",0,0,0,1,1
"H1151",0,0,0,1,0
"H1152",0,0,0,1,1
"H1153",0,1,0,0,1
"H1154",0,1,1,1,1
"H1155",0,1,0,1,0
"H1156",0,1,1,1,1
"H1157",0,1,1,0,1
"H1158",0,0,0,1,0
"H1159",0,0,0,1,0
"H1160",0,0,0,1,0
"H1161",0,0,0,1,1
"H1162",0,0,0,0,0
"H1163",0,0,0,0,0
"H1164",0,1,1,1,1
"H1165",0,0,0,1,0
"H1166",0,1,1,0,0
"H1167",0,0,0,0,1
"H1168",0,1,1,1,1
"H1169",0,0,0,1,1
"H1170",0,1,1,0,1
"H1171",0,1,1,1,1
"H1172",0,0,0,1,1
"H1173",0,0,0,1,1
"H1174",0,0,0,0,1
"H1175",0,0,0,1,1
"H1176",0,0,0,0,1
"H1177",0,1,0,0,1
"H1178",0,1,1,1,1
"H1179",0,0,0,0,1
"H1180",0,0,0,1,0
"H1181",0,0,0,1,0
"H1182",0,0,0,0,1
"H1183",0,1,0,0,0
"H1184",0,0,0,1,0
"H1185",0,1,0,0,1
"H1186",0,1,0,0,1
"H1187",0,0,0,1,1
"H1188",0,0,0,0,0
"H1189",0,1,1,0,1
"H1190",0,0,0,1,1
"H1191",0,0,0,0,0
"H1192",0,0,0,0,0
"H1193",0,1,0,1,1
"H1194",0,1,1,0,1
"H1195",0,0,0,1,1
"H1196",0,0,0,0,0
"H1197",0,0,0,1,1
"H1198",0,1,1,0,1
"H1199",0,0,0,1,0
"H1200",0,0,0,1,1
"H1201",0,0,0,0,0
"H1202",0,0,0,1,1
"H1203",0,1,0,0,1
"H1204",0,1,1,1,1
"H1205",0,1,0,0,1
"H1206",0,1,0,0,0
"H1207",0,1,0,1,0
"H1208",0,0,0,0,1
"H1209",0,1,0,0,0
"H1210",0,0,0,0,0
"H1211",0,1,0,0,0
"H1212",0,0,0,0,0
"H1213",0,1,0,0,1
"H1214",0,1,0,0,0
"H1215",0,0,0,0,1
"H1216",0,0,0,1,0
"H1217",0,1,0,1,0
"H1218",0,0,0,1,1
"H1219",0,1,0,0,0
"H1220",0,0,0,1,0
"H1221",0,0,0,0,0
"H1222",0,1,0,0,1
"H1223",0,0,0,0,0
"H1224",0,0,0,1,1
"H1225",0,1,0,0,0
"H1226",0,1,0,0,0
"H1227",0,0,0,0,0
"H1228",0,0,0,0,1
"H1229",0,0,0,0,1
"H1230",0,1,0,0,0
"H1231",0,1,0,0,0
"H1232",0,1,0,0,1
"H1233",0,1,0,0,1
"H1234",0,1,0,1,1
"H1235",0,1,0,1,1
"H1236",0,0,1,0,0
"H1237",0,0,1,0,0
"H1238",0,0,1,0,0
"H1239",0,1,0,0,0
"H1240",0,1,0,0,1
"H1241",0,0,0,0,0
"H1242",0,1,0,1,1
"H1243",0,1,0,0,1
"H1244",0,1,1,0,1
"H1245",0,0,0,0,0
"H1246",0,0,0,0,0
"H1247",0,0,0,0,0
"H1248",0,0,0,0,0
"H1249",0,1,0,1,1
"H1250",0,0,0,0,0
"H1251",0,1,0,0,1
"H1252",0,0,0,0,0
"H1253",0,0,0,0,1
"H1254",0,0,1,0,1
"H1255",0,0,1,0,0
"H1256",0,0,1,0,0
"H1257",0,0,0,0,0
"H1258",0,1,0,0,1
"H1259",0,0,0,0,1
"H1260",0,1,0,0,0
"H1261",0,0,0,0,0
"H1262",0,0,0,0,1
"H1263",0,0,0,0,0
"H1264",0,1,0,0,0
"H1265",0,0,0,0,0
"H1266",0,0,0,0,0
"H1267",0,1,0,0,1
"H1268",0,0,0,0,0
"H1269",0,0,0,0,0
"H1270",0,1,0,1,1
"H1271",0,0,0,0,0
"H1272",0,0,0,0,0
"H1273",0,0,0,1,1
"H1274",0,0,0,1,1
"H1275",0,1,0,0,1
"H1276",0,1,0,0,1
"H1277",0,1,0,1,1
"H1278",0,1,0,1,1
"H1279",0,1,0,1,1
"H1280",0,1,0,1,1
"H1281",0,0,0,0,0
"H1282",0,0,0,0,0
"H1283",0,0,0,0,0
"H1284",0,0,0,0,0
"H1285",0,0,0,0,0
"H1286",0,1,0,1,0
"H1287",0,1,0,0,1
"H1288",0,1,0,1,0
"H1289",0,0,0,0,0
"H1290",0,1,0,1,1
"H1291",0,1,0,0,0
"H1292",0,1,0,1,1
"H1293",0,1,0,1,1
"H1294",0,0,0,0,0
"H1295",0,1,0,1,1
"H1296",0,1,0,1,0
"H1297",0,0,0,1,0
"H1298",0,1,0,1,1
"H1299",0,0,0,0,0
"H1300",0,0,0,0,0
"H1301",0,0,0,0,0
"H1302",0,0,0,0,0
"H1303",0,1,0,0,1
"H1304",0,1,0,1,1
"H1305",0,1,0,0,1
"H1306",0,1,0,1,1
"H1307",0,1,0,0,0
"H1308",0,0,0,0,1
"H1309",0,0,0,1,0
"H1310",0,1,0,1,1
"H1311",0,1,0,1,1
"H1312",0,1,0,0,0
"H1313",0,0,0,0,0
"H1314",0,0,0,1,0
"H1315",0,1,0,0,1
"H1316",0,1,0,1,1
"H1317",0,1,0,0,1
"H1318",0,0,0,0,0
"H1319",0,0,0,0,0
"H1320",0,0,0,0,0
"H1321",0,1,0,1,1
"H1322",0,0,0,0,1
"H1323",0,0,0,1,1
"H1324",0,0,0,1,1
"H1325",0,1,0,1,1
"H1326",0,0,0,0,1
"H1327",0,1,0,0,1
"H1328",0,1,0,0,1
"H1329",0,1,0,0,1
"H1330",0,1,0,1,1
"H1331",0,1,0,1,1
"H1332",0,0,0,0,1
"H1333",0,0,1,1,0
"H1334",0,0,1,0,1
"H1335",0,1,0,0,1
"H1336",0,1,0,1,0
"H1337",0,0,0,0,0
"H1338",0,0,0,0,0
"H1339",0,0,0,0,0
"H1340",0,0,0,0,0
"H1341",0,0,0,0,0
"H1342",0,1,0,1,1
"H1343",0,0,0,0,0
"H1344",0,0,0,0,0
"H1345",0,0,0,0,0
"H1346",0,0,0,0,0
"H1347",0,1,0,0,0
"H1348",0,0,0,0,0
"H1349",0,1,0,1,1
"H1350",0,1,0,0,0
"H1351",0,1,0,1,0
"H1352",0,0,0,0,0
"H1353",0,0,0,0,0
"H1354",0,0,0,0,0
"H1355",0,0,0,0,0
"H1356",0,0,0,0,0
"H1357",0,0,0,0,0
"H1358",0,0,0,0,0
"H1359",0,0,0,0,0
"H1360",0,0,0,0,0
"H1361",0,0,0,0,0
"H1362",0,0,0,0,0
"H1363",0,0,0,0,0
"H1364",0,0,0,0,0
"H1365",0,0,0,0,0
"H1366",0,0,0,0,0
"H1367",0,0,0,0,0
"H1368",0,0,0,0,0
"H1369",0,0,0,0,0
"H1370",0,0,0,0,0
"H1371",0,0,0,0,0
"H1372",0,0,0,0,0
"H1373",0,0,0,0,0
"H1374",0,0,0,0,0
"H1375",0,0,0,0,0
"H1376",0,0,0,0,0
"H1377",0,0,0,0,0
"H1378",0,0,0,0,0
"H1379",0,0,0,0,0
"H1380",0,0,0,0,0
"H1381",0,0,0,0,0
"H1382",0,0,0,0,0
"H1383",0,0,0,0,0
"H1384",0,0,0,0,0
"H1385",0,0,0,0,0
"H1386",0,0,0,0,0
"H1387",0,0,0,0,0
"H1388",0,0,0,0,0
"H1389",0,0,0,0,0
"H1390",0,0,0,0,0
"H1391",0,0,0,0,0
"H1392",0,0,0,0,0
"H1393",0,0,0,0,0
"H1394",0,0,0,0,0
"H1395",0,0,0,0,0
"H1396",0,0,0,0,0
"H1397",0,0,0,0,0
"H1398",0,0,0,0,0
"H1399",0,0,0,0,0
"H1400",0,0,0,0,0
"H1401",0,0,0,0,0
"H1402",0,0,0,0,0
"H1403",0,0,0,0,0
"H1404",0,0,0,0,0
"H1405",0,0,0,0,0
"H1406",0,0,0,0,0
"H1407",0,0,0,0,0
"H1408",0,0,0,0,0
"H1409",0,0,0,0,0
"H1410",0,0,0,0,0
"H1411",0,0,0,0,0
"H1412",0,0,0,0,0
"H1413",0,0,0,0,0
"H1414",0,0,0,0,0
"H1415",0,0,0,0,0
"H1416",0,0,0,0,0
"H1417",0,0,0,0,0
"H1418",0,0,0,0,0
"H1419",0,0,0,0,0
"H1420",0,0,0,0,0
"H1421",0,0,0,0,0
"H1422",0,0,0,0,0
"H1423",0,0,0,0,0
"H1424",0,0,0,0,0
"H1425",0,0,0,0,0
"H1426",0,0,0,0,0
"H1427",0,0,0,0,0
"H1428",0,0,0,0,0
"H1429",0,0,0,0,0
"H1430",0,0,0,0,0
"H1431",0,0,0,0,0
"H1432",0,0,0,0,0
"H1433",0,0,0,0,0
"H1434",0,0,0,0,0
"H1435",0,0,0,0,0
"H1436",0,0,0,0,0
"H1437",0,0,0,0,0
"H1438",0,0,0,0,0
"H1439",0,0,0,0,0
"H1440",0,0,0,0,0
"H1441",0,0,0,0,0
"H1442",0,0,0,0,0
"H1443",0,0,0,0,0
"H1444",0,0,0,0,0
"H1445",0,0,0,0,0
"H1446",0,0,0,0,0
"H1447",0,0,0,0,0
"H1448",0,0,0,0,0
"H1449",0,0,0,0,0
"H1450",0,0,0,0,0
"H1451",0,1,0,0,0
"H1452",0,0,0,0,0
"H1453",0,0,0,0,0
"H1454",0,1,0,0,0
"H1455",0,1,0,0,0
"H1456",0,0,0,0,0
"H1457",0,0,0,0,0
"H1458",0,0,0,0,0
"H1459",0,0,0,0,0
"H1460",0,0,0,0,0
"H1461",0,0,0,0,0
"H1462",0,0,0,0,0
"H1463",0,0,0,0,0
"H1464",0,1,0,0,1
"H1465",0,0,0,0,0
"H1466",0,0,0,0,0
"H1467",0,0,0,0,0
"H1468",0,1,0,0,0
"H1469",0,0,0,0,0
"H1470",0,1,1,0,0
"H1471",0,1,0,0,0
"H1472",0,1,0,0,0
"H1473",0,1,1,0,0
"H1474",0,1,0,0,0
"H1475",0,1,0,0,0
"H1476",0,0,0,0,0
"H1477",0,1,1,0,0
"H1478",0,0,0,0,0
"H1479",0,0,0,0,0
"H1480",0,0,0,0,0
"H1481",0,0,0,1,0
"H1482",0,0,0,0,0
"H1483",0,0,0,0,0
"H1484",0,0,0,0,0
"H1485",0,0,0,0,0
"H1486",0,1,0,0,0
"H1487",0,0,0,0,0
"H1488",0,0,0,0,0
"H1489",0,0,0,0,0
"H1490",0,0,0,0,0
"H1491",0,0,0,0,0
"H1492",0,0,0,0,0
"H1493",0,0,0,0,0
"H1494",0,0,0,0,0
"H1495",0,0,0,0,0
"H1496",0,0,0,0,0
"H1497",0,1,0,0,0
"H1498",0,0,0,0,0
"H1499",0,0,0,0,0
"H1500",0,0,0,0,0
"H1501",0,0,0,0,0
"H1502",0,0,0,0,0
"H1503",0,0,0,0,0
"H1504",0,0,0,0,0
"H1505",0,0,0,0,0
"H1506",0,0,0,0,0
"H1507",0,0,0,0,0
"H1508",0,0,0,0,0
"H1509",0,0,0,0,0
"H1510",0,0,0,0,0
"H1511",0,0,0,0,0
"H1512",0,0,0,0,0
"H1513",0,0,0,0,0
"H1514",0,0,0,0,0
"H1515",0,0,0,0,0
"H1516",0,0,0,0,0
"H1517",0,0,0,0,0
"H1518",0,0,0,0,0
"H1519",0,0,0,0,0
"H1520",0,0,0,0,0
"H1521",0,0,0,0,0
"H1522",0,0,0,0,0
"H1523",0,0,0,0,1
"H1524",0,0,0,0,1
"H1525",0,0,0,0,1
"H1526",0,0,0,0,1
"H1527",0,0,0,1,0
"H1528",0,0,0,1,0
"H1529",0,0,0,1,0
"H1530",0,0,0,1,0
"H1531",0,0,0,0,1
"H1532",0,1,0,0,1
"H1533",0,0,0,1,0
"H1534",0,0,0,1,0
"H1535",0,0,0,0,1
"H1536",0,0,0,0,1
"H1537",0,0,0,1,1
"H1538",0,0,0,0,1
"H1539",0,0,0,1,1
"H1540",0,0,0,0,1
"H1541",0,0,0,0,1
"H1542",0,0,0,1,0
"H1543",0,0,0,0,0
"H1544",0,0,0,0,1
"H1545",0,0,0,0,0
"H1546",0,0,0,1,0
"H1547",0,0,0,1,1
"H1548",0,0,0,0,1
"H1549",0,0,0,0,1
"H1550",0,0,0,0,1
"H1551",0,1,0,0,1
"H1552",0,1,0,0,0
"H1553",0,1,0,0,0
"H1554",0,0,0,1,0
"H1555",0,0,0,1,0
"H1556",0,0,0,1,0
"H1557",0,0,0,1,1
"H1558",0,0,0,1,0
"H1559",0,0,0,1,1
"H1560",0,0,0,1,1
"H1561",0,0,0,0,1
"H1562",0,0,0,1,0
"H1563",0,0,0,0,0
"H1564",0,0,0,0,1
"H1565",0,0,0,0,1
"H1566",0,0,0,0,1
"H1567",0,0,0,1,0
"H1568",0,0,0,1,1
"H1569",0,0,0,0,0
"H1570",0,0,0,0,1
"H1571",0,0,0,1,0
"H1572",0,0,0,0,0
"H1573",0,0,0,1,0
"H1574",0,0,0,1,0
"H1575",0,0,0,1,1
"H1576",0,0,0,1,0
"H1577",0,1,0,0,1
"H1578",0,0,0,1,0
"H1579",0,0,0,1,0
"H1580",0,0,0,1,0
"H1581",0,0,0,1,0
"H1582",0,1,0,0,1
"H1583",0,0,0,0,0
"H1584",0,1,0,0,1
"H1585",0,0,0,0,1
"H1586",0,0,0,0,1
"H1587",0,0,0,1,0
"H1588",0,0,0,1,0
"H1589",0,0,0,0,1
"H1590",0,0,0,0,1
"H1591",0,0,0,1,0
"H1592",0,0,0,1,1
"H1593",0,0,0,1,1
"H1594",0,0,0,0,0
"H1595",0,0,0,1,1
"H1596",0,0,0,1,1
"H1597",0,0,0,1,1
"H1598",0,0,0,1,0
"H1599",0,0,0,0,1
"H1600",0,0,0,1,1
"H1601",0,0,0,1,0
"H1602",0,0,0,0,0
"H1603",0,0,0,1,0
"H1604",0,1,0,1,0
"H1605",0,0,0,0,0
"H1606",0,1,0,0,1
"H1607",0,0,0,0,0
"H1608",0,1,0,0,0
"H1609",0,1,0,0,0
"H1610",0,0,0,0,1
"H1611",0,0,0,1,0
"H1612",0,0,0,1,0
"H1613",0,0,0,1,0
"H1614",0,0,0,1,1
"H1615",0,0,0,0,0
"H1616",0,0,0,0,0
"H1617",0,0,0,1,0
"H1618",0,0,0,0,0
"H1619",0,0,0,1,0
"H1620",0,0,0,0,0
"H1621",0,1,0,1,0
"H1622",0,0,0,1,0
"H1623",0,0,0,1,0
"H1624",0,1,0,0,1
"H1625",0,0,0,1,0
"H1626",0,0,0,0,1
"H1627",0,1,0,0,0
"H1628",0,0,0,0,0
"H1629",0,0,0,0,0
"H1630",0,1,0,0,1
"H1631",0,0,0,0,1
"H1632",0,1,0,1,0
"H1633",0,0,0,0,1
"H1634",0,0,0,0,0
"H1635",0,0,0,0,1
"H1636",0,0,0,0,0
"H1637",0,1,0,0,1
"H1638",0,0,0,0,1
"H1639",0,0,0,0,0
"H1640",0,1,0,0,1
"H1641",0,1,0,0,0
"H1642",0,0,0,0,0
"H1643",0,1,1,0,1
"H1644",0,1,0,0,1
"H1645",0,0,0,0,1
"H1646",0,0,0,0,1
"H1647",0,0,0,0,1
"H1648",0,0,0,0,1
"H1649",0,1,0,0,1
"H1650",0,0,0,0,0
"H1651",0,0,0,0,1
"H1652",0,0,0,0,1
"H1653",0,0,0,0,1
"H1654",0,1,1,0,1
"H1655",0,1,1,0,0
"H1656",0,1,1,0,0
"H1657",0,0,0,0,1
"H1658",0,1,0,0,1
"H1659",0,1,0,0,0
"H1660",0,1,0,0,1
"H1661",0,0,0,0,0
"H1662",0,1,1,0,1
"H1663",0,0,0,0,1
"H1664",0,0,0,0,0
"H1665",0,0,0,0,1
"H1666",0,0,0,0,0
"H1667",0,0,0,0,1
"H1668",0,1,0,0,1
"H1669",0,1,0,0,0
"H1670",0,1,0,1,0
"H1671",0,1,0,0,0
"H1672",0,1,0,0,1
"H1673",0,0,0,0,1
"H1674",0,1,0,0,0
"H1675",0,0,0,0,1
"H1676",0,0,0,0,0
"H1677",0,0,0,0,0
"H1678",0,0,0,0,1
"H1679",0,0,0,0,0
"H1680",0,0,0,0,0
"H1681",0,0,0,0,1
"H1682",0,0,0,0,0
"H1683",0,1,0,0,0
"H1684",0,0,0,0,0
"H1685",0,0,0,0,0
"H1686",0,0,0,0,0
"H1687",0,1,0,0,1
"H1688",0,1,0,0,1
"H1689",0,0,0,0,0
"H1690",0,0,0,0,1
"H1691",0,1,0,0,1
"H1692",0,1,0,1,1
"H1693",0,1,0,0,1
"H1694",0,1,0,1,1
"H1695",0,1,0,0,0
"H1696",0,1,0,0,1
"H1697",0,1,0,0,0
"H1698",0,1,0,1,0
"H1699",0,1,0,0,0
"H1700",0,1,0,0,0
"H1701",0,1,0,0,0
"H1702",0,1,0,0,1
"H1703",0,1,0,0,1
"H1704",0,1,0,0,1
"H1705",0,1,0,0,1
"H1706",0,1,0,0,1
"H1707",0,1,0,0,1
"H1708",0,1,0,0,1
"H1709",0,1,0,0,1
"H1710",0,1,0,0,1
"H1711",0,1,0,0,1
"H1712",0,0,0,1,0
"H1713",0,0,0,0,0
"H1714",0,1,1,1,0
"H1715",0,1,1,0,1
"H1716",0,1,1,0,1
"H1717",0,0,0,0,0
"H1718",0,0,0,0,0
"H1719",0,1,0,0,1
"H1720",0,0,0,1,0
"H1721",0,0,0,1,0
"H1722",0,1,0,0,0
"H1723",0,0,0,1,0
"H1724",0,0,0,1,0
"H1725",0,0,0,0,1
"H1726",0,0,0,1,0
"H1727",0,1,1,0,0
"H1728",0,0,0,0,1
"H1729",0,0,0,1,0
"H1730",0,0,0,1,1
"H1731",0,0,0,1,0
"H1732",0,0,0,1,0
"H1733",0,0,0,1,0
"H1734",0,1,1,1,1
"H1735",0,0,0,0,1
"H1736",0,0,0,0,0
"H1737",0,0,0,0,0
"H1738",0,0,0,0,0
"H1739",0,0,0,1,0
"H1740",0,1,1,1,1
"H1741",0,1,0,1,0
"H1742",0,0,0,0,1
"H1743",0,0,0,1,1
"H1744",0,0,1,0,1
"H1745",0,0,0,0,1
"H1746",0,1,1,0,1
"H1747",0,1,1,0,1
"H1748",0,0,0,1,1
"H1749",0,1,1,0,1
"H1750",0,0,0,0,0
"H1751",0,0,0,0,1
"H1752",0,0,0,0,0
"H1753",0,0,0,0,0
"H1754",0,0,0,0,0
"H1755",0,0,0,0,0
"H1756",0,0,0,1,1
"H1757",0,0,0,0,0
"H1758",0,0,0,0,0
"H1759",0,1,1,0,1
"H1760",0,0,0,1,1
"H1761",0,0,0,0,1
"H1762",0,0,0,1,1
"H1763",0,0,0,1,0
"H1764",0,0,0,0,1
"H1765",0,0,0,0,0
"H1766",0,1,1,0,1
"H1767",0,0,0,1,0
"H1768",0,0,0,1,1
"H1769",0,0,0,1,1
"H1770",0,0,0,0,0
"H1771",0,1,1,0,0
"H1772",0,0,0,0,0
"H1773",0,0,0,1,1
"H1774",0,0,0,0,1
"H1775",0,0,0,1,1
"H1776",0,0,0,1,1
"H1777",0,0,0,0,0
"H1778",0,0,0,1,0
"H1779",0,0,0,0,0
"H1780",0,0,0,0,0
"H1781",0,0,0,0,0
"H1782",0,0,0,1,1
"H1783",0,0,0,1,1
"H1784",0,0,0,1,1
"H1785",0,0,0,1,1
"H1786",0,0,0,0,1
"H1787",0,0,0,1,0
"H1788",0,0,0,1,1
"H1789",0,0,0,1,0
"H1790",0,0,0,1,1
"H1791",0,0,0,0,1
"H1792",0,1,1,0,1
"H1793",0,0,0,1,0
"H1794",0,0,0,0,0
"H1795",0,0,0,0,0
"H1796",0,0,0,0,0
"H1797",0,0,0,0,1
"H1798",0,0,0,1,1
"H1799",0,0,0,1,1
"H1800",0,1,1,1,1
"H1801",0,0,0,0,0
"H1802",0,0,0,0,1
"H1803",0,0,0,1,0
"H1804",0,0,0,1,0
"H1805",0,0,0,1,1
"H1806",0,0,0,0,0
"H1807",0,0,0,0,1
"H1808",0,0,0,0,1
"H1809",0,0,0,0,1
"H1810",0,0,0,1,1
"H1811",0,1,0,1,1
"H1812",0,0,0,1,0
"H1813",0,0,0,0,1
"H1814",0,1,1,0,0
"H1815",0,0,0,0,1
"H1816",0,0,0,0,0
"H1817",0,0,0,1,1
"H1818",0,1,0,1,1
"H1819",0,1,1,0,1
"H1820",0,0,0,1,1
"H1821",0,1,1,1,1
"H1822",0,1,1,1,1
"H1823",0,0,0,0,0
"H1824",0,1,1,1,1
"H1825",0,0,0,0,1
"H1826",0,1,0,1,1
"H1827",0,0,0,0,1
"H1828",0,1,1,0,1
"H1829",0,1,1,1,1
"H1830",0,1,1,0,1
"H1831",0,1,1,0,1
"H1832",0,1,1,0,1
"H1833",0,1,1,1,1
"H1834",0,1,1,1,1
"H1835",0,1,1,0,1
"H1836",0,1,1,0,1
"H1837",0,1,1,0,1
"H1838",0,1,1,0,1
"H1839",0,1,1,0,1
"H1840",0,1,1,0,1
"H1841",0,1,1,1,0
"H1842",0,1,0,0,1
"H1843",0,0,0,1,0
"H1844",0,0,0,1,0
"H1845",0,0,0,1,0
"H1846",0,0,0,1,1
"H1847",0,0,0,1,0
"H1848",0,0,0,0,1
"H1849",0,0,0,1,0
"H1850",0,0,0,1,0
"H1851",0,0,0,0,1
"H1852",0,0,0,1,1
"H1853",0,1,0,0,1
"H1854",0,1,0,0,1
"H1855",0,0,0,0,1
"H1856",0,1,0,0,1
"H1857",0,0,0,0,0
"H1858",0,0,0,0,1
"H1859",0,0,0,0,1
"H1860",0,0,0,0,1
"H1861",0,1,0,0,1
"H1862",0,1,0,0,1
"H1863",0,1,0,0,1
"H1864",0,1,0,0,1
"H1865",0,1,0,0,1
"H1866",0,1,0,0,1
"H1867",0,1,0,0,1
"H1868",0,1,0,0,1
"H1869",0,1,0,0,1
"H1870",0,1,0,0,0
"H1871",0,1,0,0,0
"H1872",0,1,0,0,0
"H1873",0,1,0,0,1
"H1874",0,1,0,0,0
"H1875",0,1,0,0,0
"H1876",0,1,0,0,1
"H1877",0,1,1,0,1
"H1878",0,1,1,0,1
"H1879",0,1,0,0,0
"H1880",0,1,0,0,1
"H1881",0,1,0,0,1
"H1882",0,1,0,0,1
"H1883",0,1,0,0,1
"H1884",0,1,0,0,0
"H1885",0,1,0,0,1
"H1886",0,0,0,0,1
"H1887",0,1,0,1,1
"H1888",0,1,0,0,0
"H1889",0,0,0,0,1
"H1890",0,1,0,0,1
"H1891",0,1,0,0,1
"H1892",0,1,0,0,1
"H1893",0,1,0,0,0
"H1894",0,1,0,1,0
"H1895",0,1,0,0,1
"H1896",0,1,0,0,0
"H1897",0,1,0,0,1
"H1898",0,1,0,0,0
"H1899",0,1,0,0,0
"H1900",0,1,0,0,0
"H1901",0,1,0,0,1
"H1902",0,1,0,0,1
"H1903",0,1,0,0,1
"H1904",0,0,0,0,0
"H1905",0,1,0,0,1
"H1906",0,0,0,0,1
"H1907",0,0,0,0,1
"H1908",0,0,0,0,0
"H1909",0,1,0,0,1
"H1910",0,0,0,0,0
"H1911",0,0,0,0,0
"H1912",0,0,0,1,0
"H1913",0,0,0,0,0
"H1914",0,0,1,0,0
"H1915",0,0,0,0,0
"H1916",0,0,0,0,1
"H1917",0,1,0,0,1
"H1918",0,0,0,0,0
"H1919",0,0,0,0,0
